0,1174,52,60,151
0,8,50,60,150
0,1173,33,36,90
0,591,122,84,210
0,1159,10,30,75
1,1174,52,60,152
1,504,121,84,210
1,1171,33,36,90
1,1158,7,30,75
2,1174,52,60,152
2,420,121,84,210
2,1171,33,36,90
2,1158,7,30,75
3,1174,52,60,152
3,376,121,84,210
3,1171,33,36,90
3,1158,7,30,75
4,1174,52,60,152
4,292,121,84,210
4,1167,29,36,90
4,1158,7,30,75
5,1174,52,60,152
5,216,121,84,210
5,1167,29,36,90
5,1158,7,30,75
6,1174,52,60,152
6,176,121,84,210
6,1167,29,36,90
6,1158,7,30,75
7,1174,56,60,152
7,96,121,84,210
7,1163,29,36,90
7,1158,7,30,75
8,1174,56,60,152
8,24,121,84,210
8,1163,29,36,90
8,1158,7,30,75
9,1174,56,60,152
9,1163,29,36,90
9,1158,7,30,75
10,1174,60,60,152
10,1159,29,36,90
10,1158,7,30,75
11,1174,60,60,152
11,1159,29,36,90
11,1158,7,30,75
12,1178,64,60,152
12,1155,29,36,90
12,1158,7,30,75
13,1178,64,60,152
13,1155,25,36,90
13,1158,7,30,75
14,1178,64,60,152
14,1155,25,36,90
14,1158,7,30,75
15,1182,64,60,152
15,1151,25,36,90
15,1158,7,30,75
16,1182,68,60,152
16,1151,25,36,90
16,1158,7,30,75
17,1180,62,66,165
17,1151,25,36,90
17,1158,7,30,75
18,1180,62,66,165
18,1151,25,36,90
18,1158,7,30,75
19,1184,62,66,165
19,1147,25,36,90
19,1158,11,30,75
20,1188,62,66,165
20,1147,25,36,90
20,1158,11,30,75
21,1192,62,66,165
21,1147,25,36,90
21,1158,11,30,75
22,1196,62,66,165
22,1147,25,36,90
22,1158,11,30,75
23,1200,62,66,165
23,1147,25,36,90
23,1158,11,30,75
24,1200,70,66,165
24,1143,25,36,90
24,1158,11,30,75
25,1208,70,66,165
25,1143,25,36,90
25,1158,11,30,75
26,1208,70,66,165
26,1139,21,36,90
26,1158,11,30,75
27,1208,74,66,165
27,1139,21,36,90
27,1158,11,30,75
28,1210,68,72,180
28,1139,21,36,90
28,1158,11,30,75
29,1214,68,72,180
29,1139,21,36,90
29,1158,11,30,75
30,1222,68,72,180
30,1137,27,30,75
30,1158,11,30,75
31,1222,68,72,180
31,1137,27,30,75
31,1158,11,30,75
32,1226,68,72,180
32,1137,27,30,75
32,1158,11,30,75
33,1230,68,72,180
33,1137,27,30,75
33,1158,11,30,75
34,1234,76,72,180
34,1137,27,30,75
34,1158,11,30,75
35,1238,76,72,180
35,1158,11,30,75
36,1238,76,72,180
36,1158,11,30,75
37,1252,86,66,165
37,1158,11,30,75
38,1252,86,66,165
38,1158,11,30,75
39,1252,86,66,165
39,1158,11,30,75
40,1252,86,66,165
40,1158,11,30,75
41,1252,86,66,165
41,1158,11,30,75
42,1158,11,30,75
43,1158,11,30,75
44,1158,11,30,75
45,1158,11,30,75
46,1158,11,30,75
47,1158,11,30,75
48,1158,11,30,75
49,1158,11,30,75
50,1158,11,30,75
51,1158,11,30,75
52,1158,11,30,75
53,1158,11,30,75
54,1158,11,30,75
55,1158,11,30,75
56,1158,11,30,75
57,1162,11,30,75
58,1162,11,30,75
59,1162,11,30,75
60,1162,11,30,75
61,1162,11,30,75
62,1162,11,30,75
63,1166,11,30,75
64,1166,11,30,75
65,1166,11,30,75
66,1166,11,30,75
66,474,4,24,60
67,1166,11,30,75
67,470,4,24,60
68,1166,11,30,75
68,470,4,24,60
69,1166,11,30,75
69,466,4,24,60
70,1166,11,30,75
70,466,4,24,60
71,1166,11,30,75
71,462,4,24,60
72,1166,11,30,75
72,462,4,24,60
73,1166,11,30,75
73,454,8,24,60
74,1166,11,30,75
74,454,8,24,60
75,1166,11,30,75
75,450,8,24,60
76,1162,11,30,75
76,454,8,24,60
77,1162,11,30,75
77,446,8,24,60
78,1162,11,30,75
78,444,6,30,75
79,1158,7,30,75
79,440,6,30,75
80,1154,7,30,75
80,436,2,30,75
81,1154,7,30,75
81,436,2,30,75
82,1154,7,30,75
82,432,6,30,75
83,1154,7,30,75
83,432,6,30,75
84,1154,7,30,75
84,428,6,30,75
85,1154,7,30,75
85,424,6,30,75
86,1154,7,30,75
86,424,6,30,75
87,1154,7,30,75
87,420,6,30,75
88,1154,7,30,75
88,420,6,30,75
89,1154,7,30,75
89,420,6,30,75
90,1154,7,30,75
90,416,6,30,75
91,1154,7,30,75
91,416,10,30,75
92,1154,7,30,75
92,412,10,30,75
93,1154,7,30,75
93,412,6,30,75
94,1154,7,30,75
94,408,6,30,75
95,1154,7,30,75
95,408,10,30,75
96,1154,7,30,75
96,404,10,30,75
97,1154,7,30,75
97,404,10,30,75
98,1154,7,30,75
98,400,10,30,75
99,1154,7,30,75
99,400,10,30,75
100,1154,7,30,75
100,400,10,30,75
101,1154,7,30,75
101,396,10,30,75
102,1154,7,30,75
102,396,10,30,75
103,1154,7,30,75
103,392,14,30,75
104,1154,7,30,75
104,392,14,30,75
105,1154,7,30,75
105,388,10,30,75
106,1154,7,30,75
106,384,10,30,75
107,1154,7,30,75
107,384,10,30,75
108,1154,7,30,75
108,380,14,30,75
109,1154,7,30,75
109,380,14,30,75
